Column_1,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,weight,Normal_Age
12410,A656761,Gotti,2013-10-18 12:13:00,Euthanasia,Court/Investigation,Dog,Intact Male,Pit Bull Mix,Fawn,30.79088513,2.44795483
12411,A703299,,2015-05-26 17:13:00,Adoption,,Dog,Spayed Female,Anatol Shepherd Mix,Sable,38.32387608,1.6725662
12412,A695270,Luna,2015-12-04 16:29:00,Return_to_owner,,Dog,Spayed Female,American Bulldog Mix,White/Brown Brindle,50.92455391,1.959760051
12413,A675806,Frida,2014-04-06 15:51:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black,30.32223516,1.959760051
12414,A701453,Tigger,2015-07-26 18:02:00,Adoption,,Dog,Neutered Male,Harrier Mix,Brown Brindle/White,54.62065888,1.959760051
12415,A701335,Rey,2015-05-02 17:40:00,Return_to_owner,,Dog,Neutered Male,German Shepherd Mix,Black/Tan,34.52381219,1.842661599
12416,A669472,Alfred,2013-12-26 18:35:00,Adoption,,Dog,Neutered Male,Border Terrier/Affenpinscher,Tan/Gray,27.24282527,2.29626753
12417,A708405,,2015-07-31 14:33:00,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,Blue,27.49405068,1.773136415
12418,A716844,Shadow,2015-11-30 17:57:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue,52.0970844,1.728481239
12419,A679277,,2014-06-05 15:32:00,Adoption,Foster,Dog,Spayed Female,Siberian Husky Mix,Black/White,29.69202512,1.919340119
12420,A695409,,2015-01-17 20:06:00,Adoption,Offsite,Dog,Neutered Male,Rottweiler/German Shepherd,Sable,42.04855463,1.596816009
12421,A669435,,2013-12-22 12:56:00,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,White/Brown,54.8599303,1.475180238
12422,A706831,,2015-07-18 19:16:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,34.36488755,1.596816009
12423,A680482,,2014-06-04 18:51:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Torbie,37.37335623,1.959760051
12424,A667883,,2013-11-24 19:00:00,Euthanasia,Suffering,Dog,Intact Female,American Pit Bull Terrier Mix,Black/White,38.66208338,1.773136415
12425,A664261,,2013-10-01 13:00:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,22.37341734,1.416246109
12426,A689708,,2014-10-13 14:30:00,Transfer,Partner,Dog,Spayed Female,Pit Bull Mix,Black/White,49.20448236,1.773136415
12427,A676805,Josephine,2014-06-06 16:04:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,64.96567989,1.596816009
12428,A712917,,2015-09-30 12:49:00,Return_to_owner,,Dog,Neutered Male,Miniature Schnauzer Mix,Silver/White,47.95556766,2.44795483
12429,A653125,Chiquilin,2015-04-23 18:22:00,Euthanasia,Suffering,Dog,Intact Male,Chihuahua Shorthair,Fawn,60.69588464,2.22198504
12430,A712470,Lazlo,2015-10-04 12:25:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Black/White,43.81147395,2.355591419
12431,A694174,Buddy,2015-01-25 17:49:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,39.50291901,2.549821365
12432,A680155,Johnny Cash,2014-07-13 17:15:00,Adoption,,Cat,Intact Male,Domestic Shorthair Mix,Black,59.91798129,1.596816009
12433,A678634,Champion,2014-05-22 17:51:00,Euthanasia,Behavior,Dog,Intact Male,Cavalier Span/Jack Russell Terrier,White/Brown,34.57673918,2.29626753
12434,A676207,,2014-06-07 15:36:00,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Black,35.09503728,1.596816009
12435,A714852,Lily,2015-10-29 14:41:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,49.53822536,1.463592192
12436,A704942,,2015-06-15 10:55:00,Euthanasia,Suffering,Dog,Intact Female,Pit Bull Mix,Black,39.40011441,1.773136415
12437,A715700,Minnie,2015-11-17 0:00:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,56.88666812,1.919340119
12438,A715105,Lonnie,2015-11-23 14:03:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,White/Black,41.80138653,1.475180238
12439,A673378,Chulo,2014-02-25 18:35:00,Return_to_owner,,Dog,Neutered Male,Dachshund Mix,Black/Tan,29.39034016,1.959760051
12440,A714758,Buster,2015-10-28 17:44:00,Transfer,Partner,Dog,Neutered Male,Staffordshire Mix,Chocolate/White,36.69368446,2.121351779
12441,A700608,Sarah,2015-04-17 16:11:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Lynx Point,35.65539072,1.959760051
12442,A716322,Fergie,2016-01-19 18:05:00,Adoption,,Dog,Spayed Female,Black Mouth Cur Mix,Red,31.79375874,1.959760051
12443,A713628,,2015-11-11 14:00:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,54.74544405,1.596816009
12444,A668714,Drake,2013-12-18 12:06:00,Adoption,Foster,Dog,Neutered Male,Rat Terrier/Chihuahua Shorthair,Brown/White,48.04169403,2.121351779
12445,A530190,Tyco,2015-07-21 18:15:00,Euthanasia,Aggressive,Dog,Neutered Male,Labrador Retriever/Golden Retriever,Red,34.72673233,2.519296951
12446,A700629,Honey,2015-06-13 12:17:00,Transfer,Partner,Dog,Spayed Female,Labrador Retriever Mix,Tan/White,42.7722401,2.57775254
12447,A683092,Zephyr,2014-11-15 14:25:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,41.50667002,1.810477401
12448,A712524,,2015-09-24 18:24:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,46.16403807,1.416246109
12449,A713828,Spice,2015-12-01 17:45:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,44.43164916,1.596816009
12450,A714838,,2015-11-01 14:14:00,Transfer,Partner,Dog,Intact Male,Anatol Shepherd Mix,Tricolor/Tan,44.62869302,1.810477401
12451,A719140,Zeus,2016-01-17 17:28:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Fawn/White,37.77658599,1.475180238
12452,A714746,Spice,2015-10-29 13:42:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Sable,50.09481863,1.773136415
12453,A707203,,2015-07-10 9:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,53.86597999,1.959760051
12454,A693024,,2014-12-01 9:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,47.28686314,1.959760051
12455,A715087,Midnight,2015-11-05 12:07:00,Adoption,,Dog,Spayed Female,Pointer Mix,Black/White,38.61129546,2.121351779
12456,A676641,Osa,2014-04-23 18:24:00,Return_to_owner,,Dog,Spayed Female,Great Pyrenees/Labrador Retriever,White,42.12532729,1.959760051
12457,A502800,Coby,2014-06-14 14:57:00,Return_to_owner,,Dog,Neutered Male,Pit Bull,Brown Brindle/White,29.50641811,2.549821365
12458,A636576,,2013-12-10 12:25:00,Transfer,Partner,Dog,Neutered Male,Norwich Terrier Mix,Brown,68.99441556,1.959760051
12459,A189592,Ophelia,2015-09-18 19:04:00,Return_to_owner,,Dog,Spayed Female,Shetland Sheepdog Mix,Brown/White,45.87011461,2.727025212
12460,A701506,,2015-04-30 14:00:00,Euthanasia,Suffering,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,23.85177121,2.549821365
12461,A718222,Saverina,2016-02-15 16:32:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Tan/White,32.39998888,1.959760051
12462,A704644,Kelsey,2015-06-20 15:18:00,Transfer,Partner,Dog,Spayed Female,Labrador Retriever Mix,Black,50.2013748,1.842661599
12463,A701657,,2015-05-02 18:16:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,46.3702608,1.416246109
12464,A662850,Woofers,2014-01-01 15:17:00,Adoption,,Dog,Neutered Male,Akita/Chow Chow,White,34.01874571,2.355591419
12465,A703411,,2015-05-29 15:32:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever Mix,Brown/Black,20.7794013,1.596816009
12466,A693176,Dakota,2014-12-07 17:06:00,Adoption,,Dog,Spayed Female,Beagle Mix,Tan/White,44.21795602,1.919340119
12467,A696813,Miles,2015-03-11 14:01:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,34.09716353,2.485605934
12468,A690822,Geronimo,2015-12-31 13:34:00,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby/White,43.04365108,2.405198492
12469,A664589,Jax,2013-10-07 18:38:00,Adoption,,Dog,Neutered Male,Anatol Shepherd Mix,Yellow,54.88927843,1.6725662
12470,A690416,Bianca,2014-12-26 13:37:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black,31.63840231,1.6725662
12471,A674960,,2014-03-22 13:31:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,28.70929212,2.121351779
12472,A698651,Pietro,2015-05-26 11:47:00,Transfer,Partner,Dog,Neutered Male,Dogo Argentino Mix,White/Black,33.0395556,2.22198504
12473,A687433,Joplin,2014-10-12 11:37:00,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Black,38.97081311,1.596816009
12474,A674937,,2014-03-24 10:54:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black,34.60007819,1.959760051
12475,A683428,,2014-07-11 19:09:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby,46.93240365,1.416246109
12476,A679550,Susie,2014-07-12 17:42:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,35.45949024,1.596816009
12477,A679008,Gambler,2014-05-18 18:10:00,Return_to_owner,,Dog,Neutered Male,Pit Bull/Pointer,Tan/White,50.67747765,2.22198504
12478,A694450,,2014-12-29 10:55:00,Transfer,Partner,Cat,Intact Male,Domestic Medium Hair Mix,Brown Tabby/White,45.28998849,1.416246109
12479,A685811,Gavin,2015-01-25 18:19:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Tan/White,44.81465774,2.22198504
12480,A670054,,2014-01-05 14:37:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Tricolor,33.86478604,2.485605934
12481,A703993,,2015-05-31 14:49:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,White/Brown Tabby,31.73062594,1.416246109
12482,A710427,Cinderella,2015-10-03 13:10:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,41.87381696,1.842661599
12483,A709577,Mr. Pink,2015-08-28 15:46:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Red/White,46.70500753,1.773136415
12484,A712822,,2015-10-11 14:07:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,White/Blue Tabby,43.80388729,1.596816009
12485,A700147,Wolverine,2015-06-07 16:57:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,44.75065604,1.596816009
12486,A688927,,2014-09-26 14:50:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,34.46375295,1.463592192
12487,A670622,Sam,2014-01-22 16:59:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black/Tan,47.24680421,2.22198504
12488,A701306,Minnie,2015-05-19 18:29:00,Adoption,,Dog,Spayed Female,Beagle/Chihuahua Shorthair,White/Brown Brindle,40.39716519,2.121351779
12489,A685537,,2014-08-12 16:41:00,Transfer,Partner,Dog,Spayed Female,Weimaraner Mix,Blue,41.42081551,2.121351779
12490,A716953,Cookie,2015-12-13 12:53:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,30.61406904,1.6725662
12491,A683405,Jacy,2014-11-07 14:16:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black Tabby,28.49258473,1.728481239
12492,A698609,Duke,2015-03-14 17:51:00,Return_to_owner,,Dog,Intact Male,American Pit Bull Terrier Mix,White,54.44618947,1.871002907
12493,A710731,Shaggy,2015-09-10 12:46:00,Adoption,,Dog,Intact Male,Pit Bull Mix,White/Black,39.77467704,1.773136415
12494,A714457,Obie,2015-10-28 12:23:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,37.61901756,1.728481239
12495,A687880,Lanie,2014-09-20 18:44:00,Adoption,,Dog,Spayed Female,Shih Tzu Mix,White/Tan,45.59620976,2.519296951
12496,A687276,Jasmine,2014-09-04 17:06:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,47.72095392,2.121351779
12497,A675219,Milo,2014-04-10 19:06:00,Adoption,Foster,Dog,Neutered Male,German Shepherd Mix,Red,42.91520598,1.596816009
12498,A634503,Otter,2013-10-02 12:40:00,Adoption,,Dog,Spayed Female,Norfolk Terrier Mix,Tan,20.08908963,2.121351779
12499,A702773,Vera,2015-05-26 12:20:00,Transfer,Partner,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White,38.22732655,1.596816009
12500,A677863,Scooter,2014-12-09 15:15:00,Transfer,Partner,Dog,Neutered Male,Cardigan Welsh Corgi/Miniature Pinscher,Brown,36.39667935,1.959760051
12501,A707641,Coco Chanel,2015-07-21 0:00:00,Transfer,Partner,Dog,Intact Female,Dachshund,Red,40.19522461,2.485605934
12502,A672326,Jj,2014-02-25 12:04:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Tan,33.17372936,2.121351779
12503,A708970,Timmy,2015-08-13 17:21:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black,22.14292455,1.596816009
12504,A707597,Blacky,2015-07-19 10:57:00,Died,In Kennel,Cat,Spayed Female,Domestic Shorthair Mix,Black,36.05338895,2.22198504
12505,A693438,Lobo,2014-12-23 17:03:00,Adoption,,Dog,Neutered Male,Golden Retriever/German Shepherd,Gold/Tan,31.13802084,2.121351779
12506,A667081,Tyson,2013-12-08 15:57:00,Euthanasia,Behavior,Dog,Neutered Male,Pit Bull Mix,Black/White,31.79288199,2.121351779
12507,A711457,Oreo,2015-09-11 18:53:00,Return_to_owner,,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White,39.0106047,1.959760051
12508,A699696,Emily,2015-04-02 15:56:00,Return_to_owner,,Dog,Spayed Female,Lhasa Apso Mix,Black/White,30.41676133,2.22198504
12509,A677276,,2014-04-27 15:04:00,Adoption,,Dog,Spayed Female,Shetland Sheepdog/Chihuahua Longhair,Brown Brindle,39.00204192,1.871002907
12510,A683084,,2014-08-08 11:50:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Calico,22.85891171,2.603518782
12511,A646897,Jojo,2016-01-15 7:51:00,Transfer,Partner,Dog,Neutered Male,Pit Bull,Red/White,51.09821576,2.22198504
12512,A710062,Nika,2015-08-21 17:41:00,Adoption,,Dog,Spayed Female,Chow Chow Mix,Buff/Tan,27.65350257,1.871002907
12513,A710013,Loverboy,2015-08-17 9:00:00,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,White/Gray,42.22931229,2.22198504
12514,A690332,Zeus,2014-10-26 17:12:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Tan/White,44.02023568,1.919340119
12515,A691513,Jasmine,2014-11-14 9:14:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,29.60183039,2.121351779
12516,A671620,Ceasar,2014-08-31 13:14:00,Transfer,Partner,Dog,Neutered Male,American Bulldog Mix,White/Black,47.15475569,2.405198492
12517,A686263,Louis,2014-08-23 17:43:00,Adoption,,Dog,Neutered Male,Norfolk Terrier Mix,Tan/White,22.19502461,1.959760051
12518,A705201,Daisy,2015-06-28 17:51:00,Adoption,,Dog,Spayed Female,Cardigan Welsh Corgi Mix,White,48.12857766,1.959760051
12519,A598169,Gus,2015-06-07 15:32:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,44.91776606,2.44795483
12520,A719722,Eliza,2016-02-02 15:58:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Tricolor,33.04463683,1.810477401
12521,A669692,Tex,2014-02-04 18:23:00,Return_to_owner,,Dog,Intact Male,Weimaraner Mix,Fawn/White,45.24690801,1.959760051
12522,A693400,Salamay,2014-12-07 15:40:00,Return_to_owner,,Dog,Spayed Female,American Staffordshire Terrier Mix,Sable/White,38.85634204,2.519296951
12523,A698683,Toby,2015-03-21 11:45:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Longhair Mix,Cream,41.8331715,2.29626753
12524,A706914,Moxy,2015-08-01 18:38:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black/Tan,49.67593173,1.871002907
12525,A703926,Vinny,2015-06-24 13:42:00,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby/White,42.40399384,1.596816009
12526,A693383,Roxie,2014-12-09 18:49:00,Adoption,,Dog,Spayed Female,Basenji Mix,Tan/White,38.25278872,2.22198504
12527,A664118,Lola,2013-10-29 16:02:00,Adoption,Foster,Dog,Spayed Female,Australian Cattle Dog Mix,Red Tick/White,43.98916669,1.596816009
12528,A708842,Jet,2015-10-01 12:10:00,Transfer,Partner,Cat,Spayed Female,Domestic Medium Hair,Black/White,33.93329288,1.596816009
12529,A690558,Nib,2014-10-25 10:55:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,40.05122025,1.463592192
12530,A695885,Clara,2015-04-29 17:03:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Red,28.73668128,2.405198492
12531,A676264,Finn,2014-04-14 14:38:00,Transfer,Partner,Dog,Neutered Male,Miniature Poodle Mix,White,52.66152189,2.22198504
12532,A716637,,2015-11-27 13:31:00,Transfer,Partner,Dog,Spayed Female,German Shepherd Mix,Brown/Black,30.47067589,1.810477401
12533,A689693,,2014-10-08 13:07:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Cream Tabby,40.09075955,1.352104604
12534,A674865,Bud,2014-03-28 12:10:00,Return_to_owner,,Dog,Neutered Male,Australian Shepherd Mix,Tan,43.76541236,2.405198492
12535,A540495,Country,2014-05-05 15:02:00,Euthanasia,Behavior,Dog,Intact Male,Siberian Husky Mix,Brown Brindle/White,50.39957653,2.355591419
12536,A664326,Wilbur,2013-10-24 10:38:00,Euthanasia,Aggressive,Dog,Intact Male,Pit Bull Mix,Tan/White,51.13227591,1.959760051
12537,A704514,Java,2015-06-27 12:30:00,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Black/White,30.55982069,2.405198492
12538,A688810,Zorro,2014-10-16 13:38:00,Adoption,Foster,Dog,Neutered Male,Siberian Husky/Labrador Retriever,Sable,27.96010249,1.871002907
12539,A719578,Dobbie,2016-01-23 14:55:00,Return_to_owner,,Dog,Neutered Male,Doberman Pinsch/Rottweiler,Black/Red,17.97969738,2.121351779
12540,A630262,Tipper,2014-04-06 14:47:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,51.45060038,2.355591419
12541,A678225,,2014-05-06 15:57:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,41.8049991,1.416246109
12542,A367012,Miller,2015-09-16 13:07:00,Euthanasia,Suffering,Dog,Neutered Male,German Shepherd Mix,Brown/Black,37.12526501,2.57775254
12543,A669044,Dutchess,2013-12-13 18:24:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Sable,34.87930384,1.896363319
12544,A619829,Pink,2015-10-03 16:05:00,Return_to_owner,,Dog,Spayed Female,Jack Russell Terrier Mix,Brown/White,44.47859774,2.405198492
12545,A622028,Dozer,2015-03-20 17:29:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,28.90728438,2.405198492
12546,A667968,Tabo,2013-12-18 13:17:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,51.33578597,2.22198504
12547,A685449,,2014-08-07 17:27:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,34.10971561,1.352104604
12548,A631824,Jasmine,2013-12-24 12:35:00,Adoption,Foster,Dog,Spayed Female,Miniature Poodle,White,41.05632588,2.22198504
12549,A688069,,2014-09-15 9:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,35.52939498,1.773136415
12550,A700695,Pebbles,2015-06-02 9:37:00,Adoption,Foster,Cat,Spayed Female,Domestic Medium Hair Mix,Blue Tabby/White,39.71020809,1.596816009
12551,A706794,,2015-07-07 19:13:00,Adoption,,Dog,Neutered Male,Miniature Poodle/Labrador Retriever,White/Black,32.48463993,1.959760051
12552,A681607,Emily,2014-06-23 18:55:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,White/Blue,18.34099514,1.596816009
12553,A688751,,2014-09-23 13:22:00,Transfer,Partner,Cat,Intact Female,Domestic Longhair Mix,Orange Tabby/White,37.2631297,1.416246109
12554,A700941,,2015-04-21 18:10:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,White/Black,34.07086864,1.352104604
12555,A682976,Jamie,2014-07-14 15:21:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Tricolor,51.17173059,1.959760051
12556,A664722,Blackberry,2013-11-19 15:25:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,31.12048598,2.22198504
12557,A712955,Twinkie,2015-10-08 15:39:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,52.49276329,1.959760051
12558,A713606,,2015-10-14 17:58:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White,24.05591276,2.121351779
12559,A716141,Nelson,2015-12-07 0:00:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,23.03529957,2.405198492
12560,A704246,Bandit,2015-06-15 10:42:00,Transfer,Partner,Dog,Neutered Male,Boxer Mix,White/Black,43.74639278,1.959760051
12561,A674744,,2014-03-21 16:35:00,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,Red Tick/White,27.90636295,1.728481239
12562,A681631,Cigarette,2014-06-21 19:04:00,Return_to_owner,,Dog,Intact Male,Miniature Schnauzer,Gray,19.19404572,1.596816009
12563,A668393,Annie,2013-12-07 17:08:00,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Tortie,53.88502356,1.6725662
12564,A702000,Trina,2015-05-08 11:35:00,Return_to_owner,,Dog,Intact Female,Pit Bull Mix,White/Blue,47.77613271,1.773136415
12565,A690793,Button,2014-10-30 16:51:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,30.63046633,1.463592192
12566,A670243,Starbuck,2014-01-10 18:26:00,Adoption,,Dog,Spayed Female,Labrador Retriever/Border Collie,Black/White,38.49544488,1.728481239
12567,A690400,Wilbur,2014-10-20 11:55:00,Return_to_owner,,Dog,Neutered Male,Boston Terrier,Black/White,33.87643892,2.549821365
12568,A694060,Solomon,2014-12-23 14:36:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Cream,29.76161473,1.940364895
12569,A679816,Iris,2014-05-31 13:56:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black,50.81617973,1.475180238
12570,A674755,,2014-03-18 11:47:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby/White,37.21248657,1.227292337
12571,A690013,Caleb,2015-09-11 17:17:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Black,57.84797592,2.121351779
12572,A716085,Willie Nel,2015-12-20 19:16:00,Adoption,Offsite,Cat,Neutered Male,Domestic Medium Hair Mix,Cream Tabby,46.27934886,1.596816009
12573,A710647,Stars,2015-09-01 15:52:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black,22.01636787,1.959760051
12574,A665172,Sadie,2013-11-30 12:53:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Yellow,29.51262517,1.959760051
12575,A707209,,2015-07-10 11:28:00,Return_to_owner,,Dog,Intact Female,Labrador Retriever/Pit Bull,Black/White,35.15663093,1.959760051
12576,A710344,,2015-08-22 11:39:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,42.18904338,1.352104604
12577,A711974,,2015-09-18 15:32:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair/Miniature Schnauzer,Black/Tan,50.26127593,1.959760051
12578,A573863,Princess,2014-06-17 12:12:00,Adoption,,Dog,Spayed Female,Yorkshire Terrier/Miniature Poodle,Black,42.42481453,2.29626753
12579,A588178,Satan/Ebony,2013-12-06 15:28:00,Return_to_owner,,Cat,Neutered Male,Domestic Longhair Mix,Black,35.3662224,2.121351779
12580,A717598,Jelly Bean,2015-12-17 14:03:00,Return_to_owner,,Dog,Spayed Female,Jack Russell Terrier/Whippet,White/Brown,58.03842737,1.959760051
12581,A707122,Ally,2015-08-01 12:59:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,52.64943587,1.596816009
12582,A683318,Simon,2014-08-21 7:38:00,Adoption,Foster,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,49.10374124,1.475180238
12583,A691640,Penny,2014-11-25 18:33:00,Transfer,SCRP,Cat,Intact Female,Domestic Longhair Mix,Brown Tabby,39.07761387,2.121351779
12584,A218624,Cookie,2013-12-02 17:11:00,Euthanasia,Suffering,Dog,Neutered Male,Pug,Gold/Gold,36.27379761,2.670780483
12585,A680188,,2014-05-30 18:02:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,31.84982158,1.463592192
12586,A689919,,2014-10-12 9:00:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Black,49.45618189,1.959760051
12587,A672004,Babe,2015-01-17 10:15:00,Adoption,Foster,Dog,Spayed Female,Australian Cattle Dog Mix,Red Tick/White,32.51626381,2.121351779
12588,A716035,Starbucks,2015-11-29 17:15:00,Adoption,,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,47.79886681,1.728481239
12589,A713728,Whisper,2015-10-12 12:13:00,Transfer,Partner,Dog,Intact Female,Chihuahua Longhair Mix,Red,49.53977061,2.121351779
12590,A682427,,2014-07-08 14:50:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,44.52433077,1.596816009
12591,A707559,Cedar,2015-07-17 12:16:00,Return_to_owner,,Cat,Neutered Male,Bombay Mix,Black,41.69975924,2.22198504
12592,A693537,,2014-12-14 17:20:00,Adoption,,Dog,Neutered Male,Papillon Mix,Black/White,51.92591398,2.121351779
12593,A663964,,2013-12-12 15:52:00,Adoption,Foster,Dog,Neutered Male,American Bulldog Mix,Tan/White,31.49902387,1.6725662
12594,A664956,,2013-10-14 17:06:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever Mix,Black/White,50.9900036,1.596816009
12595,A671447,Karma,2014-01-29 18:40:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Buff,34.54458365,1.959760051
12596,A694734,Daisy,2015-01-08 14:22:00,Adoption,,Dog,Spayed Female,Pit Bull/Australian Cattle Dog,Black/White,22.28869846,1.773136415
12597,A681471,,2014-06-17 13:51:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,45.54686614,1.475180238
12598,A699887,,2015-04-04 9:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Black,39.06014545,1.959760051
