,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Adopted
17054,A669897,,2014-01-02 18:55:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,White/Tan,1
17055,A716598,Scooter,2015-11-23 13:16:00,Transfer,Partner,Dog,Neutered Male,10 years,Scottish Terrier Mix,Black,0
17056,A705143,Sheila,2015-06-22 12:57:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,0
17057,A704707,,2015-06-08 16:25:00,Transfer,Partner,Cat,Unknown,3 weeks,Siamese Mix,Seal Point,0
17058,A688342,Mojo,2014-10-02 11:36:00,Adoption,,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Black,1
17059,A679615,Minerva,2014-05-29 16:18:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,0
17060,A664363,,2013-10-12 18:50:00,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever/German Shepherd,White,1
17061,A684441,,2014-07-23 17:00:00,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,0
17062,A695763,Tilly,2015-03-09 18:47:00,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black/White,1
17063,A697286,Cat,2015-02-24 17:06:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0
17064,A714302,Snuggles,2015-10-25 16:39:00,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Brown Tabby/White,1
17065,A632891,Cooper,2015-06-27 15:18:00,Return_to_owner,,Dog,Neutered Male,7 years,Pit Bull Mix,Brown Brindle/White,0
17066,A708300,,2015-07-26 9:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby,0
17067,A678798,Jaime,2014-07-12 17:35:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,1
17068,A683137,Batman,2015-12-29 19:55:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,0
17069,A706127,Penelope,2015-07-29 17:18:00,Adoption,Foster,Dog,Spayed Female,2 months,Siberian Husky Mix,Buff/White,1
17070,A684301,,2014-07-25 18:07:00,Adoption,,Dog,Neutered Male,2 months,Miniature Pinscher Mix,Black/Tan,1
17071,A683573,Marie,2014-08-14 13:34:00,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Calico,1
17072,A667654,Eeyore,2013-12-24 11:57:00,Adoption,Foster,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,Blue/White,1
17073,A695833,Milo,2015-01-24 11:11:00,Transfer,Partner,Dog,Intact Male,10 months,Maltese Mix,White,0
17074,A696017,Klondike,2015-02-01 12:02:00,Transfer,Partner,Dog,Intact Male,1 year,Labrador Retriever Mix,White/Tan,0
17075,A717638,Izzy,2016-01-15 18:37:00,Adoption,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie,1
17076,A701799,,2015-05-05 16:38:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,0
17077,A696691,Aries,2015-02-13 17:17:00,Return_to_owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Black/White,0
17078,A714348,Jonah,2015-10-27 13:54:00,Transfer,Partner,Dog,Neutered Male,4 months,Labrador Retriever,Black,0
17079,A704898,Pepper,2015-08-02 12:47:00,Adoption,Offsite,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black,1
17080,A714116,Peluche,2015-10-23 17:33:00,Transfer,Partner,Dog,Spayed Female,2 years,Cairn Terrier Mix,White,0
17081,A697929,,2015-04-22 10:15:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,1
17082,A673118,Calie,2014-03-09 12:31:00,Adoption,,Dog,Spayed Female,3 years,Maltese/Miniature Poodle,White,1
17083,A676213,Buddy Buddy,2014-04-11 16:00:00,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico,0
17084,A703586,Oak,2015-08-04 14:15:00,Adoption,Foster,Cat,Neutered Male,3 months,Siamese Mix,Black,1
17085,A702358,,2015-05-13 9:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,0
17086,A669912,Josephine,2013-12-31 13:42:00,Adoption,,Dog,Spayed Female,4 years,Dachshund Mix,Black/Tan,1
17087,A694979,Cookie,2015-02-12 16:01:00,Transfer,Partner,Dog,Intact Female,1 year,Rat Terrier/Beagle,Brown/White,0
17088,A712942,Pete,2016-02-11 16:20:00,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,Black/White,1
17089,A695840,,2015-01-25 9:00:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby,0
17090,A695065,Rollo,2015-01-12 18:09:00,Adoption,,Dog,Neutered Male,3 years,Great Pyrenees Mix,White,1
17091,A669411,Gypsy,2013-12-24 16:13:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,White,1
17092,A692789,,2014-11-26 13:05:00,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby/White,0
17093,A619638,Charli Brown,2015-07-09 8:25:00,Adoption,Foster,Dog,Neutered Male,8 years,Labrador Retriever Mix,Chocolate,1
17094,A684127,Sofia,2014-08-04 19:01:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black,1
17095,A664646,Ruby,2013-10-08 17:41:00,Return_to_owner,,Dog,Spayed Female,5 years,Australian Shepherd Mix,Red/White,0
17096,A688140,,2014-09-16 9:00:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Medium Hair Mix,Brown Tabby,0
17097,A688214,,2014-09-16 17:56:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,0
17098,A710461,Laredo,2015-08-29 17:55:00,Adoption,,Dog,Neutered Male,4 months,Labrador Retriever/Doberman Pinsch,Black/Tan,1
17099,A666569,Chico,2013-11-23 17:49:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White,0
17100,A688474,Bran,2014-11-21 13:14:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby/White,1
17101,A709871,,2015-08-15 9:00:00,Transfer,SCRP,Cat,Intact Male,5 months,Siamese Mix,Lilac Point,0
17102,A672557,,2014-02-17 15:20:00,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,0
17103,A643529,Willie,2014-04-19 16:15:00,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red/White,1
17104,A682373,,2014-07-08 13:46:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange/White,1
17105,A676688,Kiwi,2014-05-14 13:11:00,Transfer,Partner,Dog,Intact Female,8 years,Chihuahua Shorthair Mix,Black/Tricolor,0
17106,A700653,Sparky,2015-04-20 17:39:00,Return_to_owner,,Dog,Neutered Male,7 years,Miniature Poodle Mix,White,0
17107,A698836,Nick,2015-05-21 18:18:00,Adoption,Foster,Cat,Intact Male,2 months,Siamese Mix,Flame Point,1
17108,A709075,,2015-08-15 16:38:00,Euthanasia,Suffering,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,0
17109,A678434,Casey,2014-09-17 15:46:00,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Blue,0
17110,A677291,,2014-04-23 12:01:00,Transfer,Partner,Dog,Intact Female,2 months,Beagle Mix,Brown/White,0
17111,A683161,,2014-07-11 18:54:00,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue/White,1
17112,A684188,Abbie,2014-07-24 15:57:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,0
17113,A671128,Sophie,2014-02-10 17:48:00,Transfer,Partner,Dog,Spayed Female,7 years,German Shepherd/Labrador Retriever,White,0
17114,A707145,Puppy,2015-07-10 14:01:00,Transfer,Partner,Dog,Intact Female,1 year,Dachshund Mix,Brown/White,0
17115,A693250,,2014-12-05 11:05:00,Return_to_owner,,Dog,Intact Male,9 months,Labrador Retriever Mix,Gold,0
17116,A705932,,2015-06-26 16:30:00,Transfer,Partner,Dog,Intact Male,3 years,German Shepherd Mix,Brown/Black,0
17117,A695963,Snoopy,2015-02-25 16:31:00,Adoption,Foster,Dog,Neutered Male,1 month,Dachshund Mix,Sable,1
17118,A575180,Blue,2015-06-18 12:34:00,Return_to_owner,,Dog,Neutered Male,4 years,Pit Bull Mix,White/Black,0
17119,A706404,Xan,2015-07-02 13:53:00,Adoption,,Dog,Intact Female,2 years,German Shepherd,Black/Brown,1
17120,A687608,,2014-09-07 15:17:00,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,0
17121,A694707,Sheila,2015-01-12 18:27:00,Adoption,,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black,1
17122,A686747,,2014-08-26 14:01:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,0
17123,A710648,Stripes,2015-09-01 15:53:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0
17124,A683073,,2014-07-06 18:33:00,Transfer,Partner,Cat,Intact Female,5 years,Domestic Shorthair Mix,White,0
17125,A709278,Ellis,2015-08-17 15:09:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,1
17126,A691861,,2014-11-11 10:26:00,Euthanasia,Suffering,Dog,Intact Female,3 years,Manchester Terrier Mix,Black/Brown,0
17127,A711203,Moscato,2015-09-04 15:23:00,Return_to_owner,,Dog,Intact Female,1 year,German Shepherd Mix,Tan/White,0
17128,A682020,King,2014-07-07 17:38:00,Euthanasia,Behavior,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,0
17129,A717497,Sophie,2016-01-18 12:29:00,Transfer,Partner,Dog,Spayed Female,5 years,Pit Bull Mix,Red/White,0
17130,A666611,,2013-11-04 15:11:00,Euthanasia,Suffering,Cat,Intact Male,12 years,Domestic Shorthair Mix,Brown Tabby,0
17131,A715125,Bane,2015-11-03 17:33:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White,0
17132,A720626,Buttros,2016-02-14 17:13:00,Return_to_owner,,Dog,Neutered Male,5 years,Bulldog Mix,Brown/White,0
17133,A686924,Shiloh,2014-09-03 18:26:00,Transfer,Partner,Dog,Intact Female,5 months,Dachshund Longhair/Cocker Spaniel,Sable,0
17134,A696325,,2015-02-06 16:07:00,Adoption,,Dog,Neutered Male,6 years,Jack Russell Terrier Mix,Tricolor,1
17135,A682561,Bishop,2014-08-28 17:56:00,Adoption,,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Tan/White,1
17136,A664368,Zeus,2013-10-02 16:51:00,Return_to_owner,,Dog,Intact Male,4 months,German Shepherd Mix,Brown/Black,0
17137,A715037,Bobby,2015-11-02 15:07:00,Return_to_owner,,Dog,Intact Male,1 year,Boxer Mix,White/Tricolor,0
17138,A690079,Ricky,2014-10-17 11:21:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Blue/White,0
17139,A671747,Chico,2014-02-03 19:00:00,Adoption,,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Brown,1
17140,A474539,Dudley,2014-12-21 13:23:00,Return_to_owner,,Dog,Neutered Male,11 years,Labrador Retriever,Buff/Tan,0
17141,A675355,Willa,2014-03-31 18:16:00,Adoption,,Dog,Spayed Female,2 years,Beagle Mix,Tan/White,1
17142,A679215,,2014-05-17 8:00:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,0
17143,A666121,Blue,2013-11-01 17:08:00,Return_to_owner,,Dog,Neutered Male,1 year,Australian Cattle Dog,Blue Merle/Tan,0
17144,A688437,Duke,2014-09-19 16:42:00,Euthanasia,Suffering,Dog,Neutered Male,14 years,Labrador Retriever Mix,Chocolate,0
17145,A707770,Sir Alexande,2015-07-24 18:10:00,Adoption,,Dog,Neutered Male,5 years,English Bulldog Mix,Brown Brindle/White,1
17146,A669151,,2013-12-19 16:46:00,Transfer,Partner,Dog,Intact Male,1 month,Landseer Mix,Black/White,0
17147,A703395,,2015-05-28 13:15:00,Transfer,Partner,Dog,Intact Female,6 months,Boxer Mix,Brown,0
17148,A685144,Princess,2014-08-03 16:09:00,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Buff/White,0
17149,A638828,Gus,2014-08-08 14:40:00,Adoption,,Dog,Neutered Male,13 years,Australian Cattle Dog Mix,Chocolate/White,1
17150,A696411,Dottie,2015-02-11 10:58:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie,1
17151,A641486,Marilyn,2013-12-22 15:56:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/Australian Cattle Dog,Black/White,1
17152,A717390,Charlotte,2015-12-11 14:40:00,Adoption,,Cat,Spayed Female,10 years,Himalayan,Blue Point,1
17153,A673079,Tinsel,2014-03-05 17:10:00,Adoption,,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Gray/Tan,1
17154,A685076,Petey,2014-09-17 9:59:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,1
17155,A667434,Kaua'I,2013-12-01 18:22:00,Adoption,,Dog,Spayed Female,2 years,Australian Shepherd,Tricolor,1
17156,A669470,Rudy,2013-12-30 11:37:00,Transfer,Partner,Dog,Neutered Male,11 months,German Pinscher Mix,Brown,0
17157,A711535,Kyra,2015-09-25 15:02:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White,1
17158,A693505,Frisco,2014-12-16 13:27:00,Transfer,Partner,Dog,Spayed Female,7 months,Border Collie/Basenji,Black/White,0
17159,A694015,Mona,2014-12-26 15:48:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,0
17160,A677565,Buster,2014-04-26 17:15:00,Return_to_owner,,Dog,Neutered Male,17 years,Rat Terrier Mix,White/Black,0
17161,A664267,Asti,2013-10-08 12:10:00,Return_to_owner,,Dog,Intact Female,4 months,Pit Bull Mix,White/Black,0
17162,A704440,Lady,2015-06-16 16:43:00,Return_to_owner,,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,0
17163,A704588,,2015-06-09 17:55:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black,1
17164,A712501,,2015-09-25 9:00:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Shorthair Mix,Orange Tabby,0
17165,A715896,Birch,2015-11-12 11:32:00,Return_to_owner,,Dog,Neutered Male,3 years,Chinese Crested Mix,Black/Tan,0
17166,A672766,,2014-02-18 16:06:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Longhair Mix,Torbie,0
17167,A698127,Loki,2015-03-17 18:02:00,Adoption,,Dog,Neutered Male,5 years,Swedish Vallhund Mix,Sable,1
17168,A683327,,2014-07-22 11:55:00,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue,0
17169,A704474,,2015-06-11 16:51:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,1
17170,A707779,Roo,2016-01-15 15:15:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,1
17171,A697079,Trouble,2015-03-03 11:02:00,Return_to_owner,,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,0
17172,A708845,Flash,2015-08-03 0:00:00,Return_to_owner,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White,0
17173,A703621,,2015-05-28 9:00:00,Transfer,SCRP,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby,0
17174,A680185,Lestat,2014-06-13 11:57:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,1
17175,A499156,Shadow,2015-11-06 12:46:00,Transfer,Partner,Dog,Spayed Female,8 years,Shetland Sheepdog/Basenji,Brown/White,0
17176,A664224,Toby,2013-10-02 17:16:00,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Silver/Brown,1
17177,A711656,Flash,2015-09-13 7:23:00,Adoption,,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,Tricolor,1
17178,A704547,Samantha,2015-07-06 17:54:00,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd/Boxer,Brown/Black,0
17179,A687333,,2014-09-06 9:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black/White,0
17180,A670032,Patches,2014-01-01 15:17:00,Return_to_owner,,Dog,Intact Female,6 years,Catahoula Mix,Blue Merle/White,0
17181,A718651,Miller,2016-01-15 18:05:00,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/Black,1
17182,A702675,Rosemary,2015-05-24 13:05:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor,1
17183,A691709,,2014-11-25 18:40:00,Transfer,SCRP,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0
17184,A688775,Lady,2014-09-27 11:53:00,Adoption,,Dog,Spayed Female,5 years,Australian Kelpie Mix,Black/Brown,1
17185,A440082,Louie Pepper,2014-04-26 18:22:00,Return_to_owner,,Dog,Neutered Male,12 years,Boxer Mix,Brown/White,0
17186,A705194,Rambo,2015-06-18 16:08:00,Adoption,,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue Tabby/White,1
17187,A700012,,2015-04-06 14:45:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White,0
17188,A692122,,2014-11-14 18:36:00,Euthanasia,Suffering,Dog,Unknown,4 weeks,Standard Poodle Mix,Tan,0
17189,A681088,Daisy,2014-08-19 12:31:00,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Brown,0
17190,A690933,Pebbles,2014-11-03 17:14:00,Adoption,,Dog,Spayed Female,6 months,Border Collie Mix,White/Brown,1
17191,A666358,Cher,2013-11-10 16:12:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,1
17192,A670349,,2014-01-10 18:38:00,Transfer,Partner,Dog,Spayed Female,2 years,German Wirehaired Pointer,Blue Tick,0
17193,A674463,,2014-03-13 14:58:00,Transfer,Partner,Dog,Intact Female,5 days,Pit Bull Mix,Sable/White,0
17194,A663201,Buck,2013-10-01 14:14:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White,0
17195,A686584,Kouga,2014-09-03 11:24:00,Return_to_owner,,Dog,Spayed Female,7 years,Akita Mix,White/Brown,0
17196,A363653,Goofy,2014-11-18 11:55:00,Return_to_owner,,Dog,Neutered Male,10 years,Catahoula/Labrador Retriever,Blue Merle/White,0
17197,A710169,,2015-12-10 11:55:00,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,1
17198,A632902,Sammy,2015-07-07 17:31:00,Adoption,,Dog,Neutered Male,5 years,Australian Cattle Dog,Red Merle,1
17199,A672277,,2014-02-08 14:31:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,0
17200,A664299,Doc,2013-10-05 12:33:00,Transfer,Partner,Dog,Intact Male,2 months,Anatol Shepherd/Great Pyrenees,White/Tricolor,0
17201,A664172,Spider,2013-10-03 19:00:00,Return_to_owner,,Cat,Neutered Male,15 years,Maine Coon Mix,Brown Tabby,0
17202,A695619,Nino,2015-01-24 11:32:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,0
17203,A702916,,2015-05-21 17:00:00,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd,Tricolor,1
17204,A697903,,2015-03-04 9:00:00,Transfer,SCRP,Cat,Unknown,3 months,Siamese Mix,Lynx Point,0
17205,A692422,Reynolds,2014-11-24 17:00:00,Transfer,Partner,Dog,Neutered Male,10 years,Dachshund Longhair,Black/Tan,0
17206,A691609,Marble,2015-02-28 15:25:00,Transfer,Partner,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie,0
17207,A699759,Lobo,2015-05-12 9:57:00,Adoption,Foster,Dog,Neutered Male,4 years,German Shepherd Mix,Black,1
17208,A134067,Bandit,2013-11-16 11:54:00,Return_to_owner,,Dog,Neutered Male,16 years,Shetland Sheepdog,Brown/White,0
17209,A720078,Mary Jane,2016-02-15 0:00:00,Transfer,Partner,Dog,Intact Female,5 years,Labrador Retriever Mix,Black,0
17210,A704373,Minnie,2015-06-14 12:47:00,Return_to_owner,,Dog,Spayed Female,11 years,Rat Terrier Mix,White/Tricolor,0
17211,A713455,Pepito,2015-10-15 13:26:00,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,1
17212,A675625,Mandie,2014-04-05 12:31:00,Adoption,Offsite,Dog,Spayed Female,2 years,Labrador Retriever Mix,Yellow,1
17213,A708670,,2015-08-03 18:50:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog/Great Pyrenees,Blue Merle,1
17214,A680374,,2014-06-09 17:04:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor,0
17215,A680363,,2014-06-11 16:56:00,Transfer,Partner,Dog,Intact Female,5 years,Australian Shepherd Mix,Gold/White,0
17216,A709353,Corazon,2016-01-13 11:37:00,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Brown Tabby/White,1
17217,A680565,Lil' Bit,2014-06-05 18:50:00,Adoption,,Dog,Spayed Female,8 months,Rat Terrier Mix,Tricolor,1
17218,A674118,Bill,2014-03-11 16:08:00,Transfer,Partner,Dog,Intact Male,4 months,Dachshund/Chihuahua Shorthair,Red,0
17219,A666591,Mila,2014-02-19 15:24:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Longhair Mix,Blue Tabby,1
17220,A712392,,2016-01-22 9:50:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby,1
17221,A702090,Leah,2015-06-16 8:38:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,1
17222,A676234,,2014-04-10 12:03:00,Euthanasia,Aggressive,Dog,Intact Female,3 years,Pit Bull Mix,Brown,0
17223,A682651,Thor,2014-07-10 17:39:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White,0
17224,A667990,Etta,2014-01-27 16:17:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White,1
17225,A705454,,2015-06-21 17:26:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair/Yorkshire Terrier,Brown/White,1
17226,A711985,,2015-09-14 18:55:00,Euthanasia,Suffering,Dog,Intact Male,4 months,Queensland Heeler Mix,Blue Tick,0
17227,A680871,Two Bit,2014-08-21 14:21:00,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,0
17228,A676341,Richard,2014-06-05 15:20:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,1
17229,A714347,Dexter,2015-11-27 12:22:00,Adoption,,Dog,Neutered Male,5 months,Basset Hound Mix,Tricolor,1
17230,A665621,Stoli,2013-12-01 19:15:00,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair/Rat Terrier,Black/Brown Brindle,1
17231,A691580,,2014-11-06 17:55:00,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,0
17232,A691203,Flicka,2014-11-04 17:36:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue,1
17233,A689083,Felix,2014-10-03 17:54:00,Adoption,,Dog,Neutered Male,1 year,Manchester Terrier Mix,Black/Tan,1
17234,A715611,Nana,2015-11-11 15:08:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/Tan,0
17235,A716374,Fish,2015-12-21 14:53:00,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Sable/White,1
17236,A686951,Emma,2014-10-25 17:14:00,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,1
17237,A697014,You,2015-02-25 16:01:00,Adoption,,Dog,Neutered Male,1 year,Mastiff Mix,Tan,1
17238,A710743,Whitey,2015-08-31 13:05:00,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,White,0
17239,A684833,Wolfgang,2014-09-18 15:20:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue,0
17240,A694571,Max,2015-01-05 13:01:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Chocolate/White,0
17241,A707248,,2015-07-11 15:08:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,0
17242,A689568,,2014-10-07 9:00:00,Transfer,SCRP,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,0
17243,A625274,Brown Suga,2014-12-18 16:26:00,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,White/Tan,1
17244,A714891,,2015-10-30 9:00:00,Transfer,SCRP,Cat,Unknown,6 months,Domestic Shorthair Mix,Black,0
17245,A687923,Jester,2014-09-30 15:36:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue,1
17246,A695821,Annie Mae,2015-02-02 18:54:00,Adoption,Foster,Dog,Spayed Female,1 month,Cardigan Welsh Corgi Mix,White/Brown,1
17247,A663801,Nirvana,2014-07-13 16:39:00,Adoption,,Dog,Spayed Female,3 years,American Pit Bull Terrier/Boxer,White/Brown Brindle,1
17248,A705362,Rudy,2015-06-24 14:14:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,0
17249,A712050,Francesca,2015-09-20 12:26:00,Return_to_owner,,Dog,Spayed Female,1 year,Boxer Mix,White,0
17250,A698837,Nora,2015-05-21 18:20:00,Adoption,Foster,Cat,Intact Female,2 months,Siamese Mix,Seal Point,1
17251,A697573,Gucci,2015-02-28 13:43:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,0
17252,A706834,Sabine,2015-07-20 18:37:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,1
17253,A693403,Luke,2014-12-26 15:51:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Black,0
17254,A705643,,2015-06-19 19:03:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black/White,0
17255,A719772,Madison,2016-02-01 18:43:00,Adoption,,Dog,Spayed Female,2 years,Shiba Inu Mix,Red/White,1
17256,A684613,,2014-07-30 17:20:00,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White,1
17257,A663618,Watson,2013-10-20 16:45:00,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,0
17258,A703310,Bruce,2015-05-24 18:12:00,Return_to_owner,,Dog,Neutered Male,2 years,Cairn Terrier Mix,Black/Gray,0
17259,A696454,Polar,2015-02-19 15:55:00,Euthanasia,Suffering,Dog,Neutered Male,11 years,Samoyed Mix,White,0
17260,A703800,Kaia,2015-07-06 17:15:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue,1
17261,A690067,,2014-10-13 17:45:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,White,0
